@relation Twitter
@attribute Twitter numeric
@attribute body string
@attribute class {NEU,POZ,NEG}
@data
12354,'rt @user: @user @user o jā zinu kas būs nākamā grāmata ko lasīšu paldies par atklājumu :) ',POZ
12355,'yaya garigais ir afigenna superigs i ar paldies kas to uzlabo :)) #tag ',POZ
12356,'rt @user: paldies visai komandai un atbalstītājiem par šo sezonu jūs visi bijāt lieliski ;) url ',POZ
12357,'rt @user: paldies florbola čempjiem lekrings par jauno nūju būs ar ko getiņā rambāt tagad :) url ',POZ
12358,'paldies un ar labu nakti ',POZ
12359,'paldies par fantastisko atbalstu visas sezonas garumā un paldies jums komanda @user url ',POZ
12360,'paldies dievam ka šie cilvēciņi mani atbalsta 😭😭❤️😭😭😭 ',POZ
12361,'rt @user: paldies par fantastisko atbalstu visas sezonas garumā un paldies jums komanda @user url ',POZ
12362,'paldies youtube bet man šķiet ka manā dzīvē ir pietiekami daudz darude sandstorm ',POZ
12363,'@user @user @user kur nu vēl jaukāku ziņu pirmdienas rītam paldies un jauku dienu :) ',POZ
12364,'gribēju pateikt paldies @user par raidījumu sports24 kompetenti un patīkami vadītāji kā arī kvalitatīvs saturs  ',POZ
12365,'rt @user: @user @user @user kur nu vēl jaukāku ziņu pirmdienas rītam paldies un jauku dienu :) ',POZ
12366,'rt @user: paldies florbola čempjiem lekrings par jauno nūju būs ar ko getiņā rambāt tagad :) url ',POZ
12367,'@user labākie pirmajā sezonā esam uzstādījuši augstu latiņu tā turpinam paldies visiem un prieks ka futbols kuldīgā ir atdzimis 👍💪👏😊 ',POZ
12368,'rt @user: @user labākie pirmajā sezonā esam uzstādījuši augstu latiņu tā turpinam paldies visiem un prieks ka futbols kuldīgā i… ',POZ
12369,'@user @user paldies pavisam biju aizmirsusi par šo radio tev šķiet bija saraksts ar labiem live koncertiem kuri īpaši labi :) ',POZ
12370,'rt @user: es ceru ka līgums ar koblenz ir lauzts rt @user: paldies @user paldies @user url ',POZ
12371,'rt @user: milzumliels paldies visiem tiem kuri vakar bija mūsu koncertā @user paldies ditai par uzņemšanu :) uz tikšanos ci… ',POZ
12372,'paldies manai dārgajai @user par tik perfektu iznešanu cauri izdevās izdevās :d :d #tag ',POZ
12373,'@user paldies pateicoties tsk inetai f pamazām šī kategorija papildinās piem: url vai url ',POZ
12374,'@user paldies šis ir reāli labs ',POZ
12375,'patīkamu emociju pieplūdums un prieks paldies @user un #tag var redzēt kā cilvēki pozē pie manām bildēm 😄 ',POZ
12376,'tik labas brīvdienas man vēl nebija bijušas #tag :) ',POZ
12377,'rt @user: paldies manai dārgajai @user par tik perfektu iznešanu cauri izdevās izdevās :d :d #tag ',POZ
12378,'milzīgs paldies @user skaists dvēselisks un emocionāls piedzīvojums - kāds pārlaidās pār dzeguzes ligzdu  ',POZ
12379,'īpašs paldies mūsu atbslstītājiem šauļos jūs bijāt un esat vareni #tag ',POZ
12380,'rt @user: īpašs paldies mūsu atbslstītājiem šauļos jūs bijāt un esat vareni #tag ',POZ
12381,'rt @user: patīkamu emociju pieplūdums un prieks paldies @user un #tag var redzēt kā cilvēki pozē pie manām bildēm 😄 ',POZ
12382,'tomēr mani arī izjokoja :d paldies :d ',POZ
12383,'@user paldies tev varen labi avoti bet ar nesēžam rokas klēpī piem ~ +20 000 kapsētas (tagad 149 542) +tikai poļi jau 1 398 710 ',POZ
12384,'rt @user: pārspēj csdd reklāmu 2015 ir gatavs paldies @user par pozitīvo video veidošanas pieredzi url ',POZ
12385,'tēvs - tu esi tievāka palikusi man prieks es - paldies tēvs - april april es - nerunā ar mani līdz tu notievēsi  ',POZ
12386,'lūdzu apstipriniet mani kāds swarmā vai uzaiciniet - dosixks paldies  ',POZ
12387,'rt @user: tēvs - tu esi tievāka palikusi man prieks es - paldies tēvs - april april es - nerunā ar mani līdz tu notievēsi  ',POZ
12388,'@user jā pašlaik klausos kaut ko mierīgu nedaudz labāk paliek ;)) paldies ;)) ',POZ
12389,'@user paldies par ieteikumu rīt iešu uz veikalu:-d ',POZ
12390,'rt @user: @user paldies par ieteikumu rīt iešu uz veikalu:-d ',POZ
12391,'@user nu tik traki ar nav bet nu paldies ;d :)) ',POZ
12392,'@user :d tu joprojām turpini atbalstīt paldies :d ',POZ
12393,'@user :) paldies bučas es pamazām augšāmceļos  ',POZ
12394,'ja smiekli pagarina dzīvi tad pēc šāda vakara domāju ka esmu kļuvis nemirstīgs - paldies @user  ',POZ
12395,'paldies tiem kas atcerējās :)) ',POZ
12396,'paldies @user par tusa rīkošanu bij labs  ',POZ
12397,'šodien kā vienmēr ideāli pavadīds laiks ar ideālo @user paldies par šo jauko dienu un kad esi tik izpalīdzīga un forša draudzene ♡😍😘♡ ',POZ
12398,'rt @user: šodien kā vienmēr ideāli pavadīds laiks ar ideālo @user paldies par šo jauko dienu un kad esi tik izpalīdzīga un for… ',POZ
12399,'man šim #tag nepietiks 140 rakstzīmes bija jautri balstiņas smiekli uui paldies arlabunaksniņu @user @user @user ',POZ
12400,'tik ļoti izbaudu dejot krusta dēļ katru kustību tā mūzika un ariadnas izpildījums paldies dievam par to ka varam dejot un dot citiem  ',POZ
12401,'rt @user: paldies par jaunajām kartiņām rozā lieliski papildinās kolekciju tagad arī kartiņas čaklajiem 😉 url ',POZ
12402,'rt @user: @user :d tu joprojām turpini atbalstīt paldies :d ',POZ
12403,'paldies visiem kas noticēja mūsu 1 aprīļa jokam ģeoepicentrs pagaidām vēl alberta ielas 10 nams url ',POZ
12404,'rt @user: paldies visiem kas noticēja mūsu 1 aprīļa jokam ģeoepicentrs pagaidām vēl alberta ielas 10 nams url ',POZ
12405,'@user paldies paldies tu tomēr centies man jaunību atgūt ;d ',POZ
12406,'rt @user: uz labi izskaties jāatbild paldies tev ir laba gaume  ',POZ
12407,'@user es jau biju aizmirsis haha paldies 😘 ',POZ
12408,'ar katru dienu aizvien vairāk pārliecinos par to ka man ir tik daudz iemeslu lai ik dienas kādam pateikt paldies  ',POZ
12409,'@user @user es būtu nosponsorējis labprāt paldies par ideju iespējams nākotnē noderēs  ',POZ
12410,'rt @user: paldies ka veltījāt laiku lai paklausītos manas domas dobele iedvesmoja #tag #tag #tag url ',POZ
12411,'rt @user: gribēju pateikt paldies @user par raidījumu sports24 kompetenti un patīkami vadītāji kā arī kvalitatīvs saturs  ',POZ
12412,'@user tā arī gribējās lai nav par daudz visa kā :) paldies  ',POZ
12413,' gada izrāde ari likās kā joks bet nē lai nu kā paldies lieliskajiem līvānu teātra aktieriem un visiem kas palīdzēja 2 pakāpe arī kruti  ',POZ
12414,'paldies @user par kill the messenger lieliska tu vel vari šodien (ceturtdien) paspēt url ',POZ
12415,'rt @user: ja smiekli pagarina dzīvi tad pēc šāda vakara domāju ka esmu kļuvis nemirstīgs - paldies @user  ',POZ
12416,'@user @user o paldies ir apmeklētas bet pašam atnākt - tā ir laba doma ;) ',POZ
12417,'paldies par burvīgi iedvesmojošo interviju ar vairu vīki-freibergu tiešām apbrīnojama sieviete mūsu ex-prezidente ',POZ
12418,'@user paldies super jaukajam 47 autobusa (70622-laikam) vadītājam ja visi šoferi būtu tik uzmanīgi 6:00 no rīta  ',POZ
12419,'rt @user: milzīgs paldies visiem kas balso un atbalsta mūsu projektu kopā mēs varam  ',POZ
12420,'@user paldies kvēpene gan strēķi tuvāk cēsīm bet jābūt labi kad esi šaipusē brauc ciemos  ',POZ
12421,'rt @user: skate ļoti veiksmīgi izturēta milzumlielais paldies visiem dejotājiem un mūsu vadītājam @user url ',POZ
12422,'vakardiena bija ideāla tāpēc es aizgulējos paldies martai un @user ',POZ
12423,'@user paldies un līdz rītam :) ',POZ
12424,'ta sajuta kad starp tevi un sintiju nostājas veca ome 😂👌 paldies paldies  ',POZ
12425,'šodien ar mani lūdzu nerunājiet paldies par jūsu uzmanību  ',POZ
12426,'rt @user: zemes stundas video ir klāt lielo paldies sakām @user @user @user un viesiem :) url v… ',POZ
12427,'diena bez austiņām un mūzikas ir sākusies paldies anna paldies ',POZ
12428,'rt @user: paldies @user paldies @user ka jadzīvo šādā rīgā šādā latvijā kriminālie 90 atgriežas url ',POZ
12429,'rt @user: paldies @user par fantastisko mocarta klavierkoncertu un prokofjeva simfoniju ar atraktīvo somu mūziķi olli … ',POZ
12430,'@user oi paldies būs ko veselu nedēļu skatīties :) ',POZ
12431,'jūs to izdarījāt kopīgiem spēkiem esam saziedojuši gandrīz 2 7tūkstošus eiro undīnes ārstēšanai liels paldies url ',POZ
12432,'esam veiksmīgi reģistrējušies kā @user komanda 17 jauniešu un 3 darbinieku sastāvā @user paldies par iespēju  ',POZ
12433,'rt @user: jūs to izdarījāt kopīgiem spēkiem esam saziedojuši gandrīz 2 7tūkstošus eiro undīnes ārstēšanai liels paldies ht… ',POZ
12434,'@user labak ar atslegam uz kapota uzrakstit paldies ;) ',POZ
12435,'rt @user: paldies @user par kill the messenger lieliska tu vel vari šodien (ceturtdien) paspēt url ',POZ
12436,'paldies visiem kas vakar bija saģērbušies svinīgos uzvalkos un kleitās bet īpašs paldies kārlim par uzdrīkstēšanos url ',POZ
12437,'@user @user paldies ceru ka ienākot jaunai informācijai to publicēsiet ',POZ
12438,'domāju ka man šai dienai pietiks paldies un visu labu ✋🙌☝👐 ',POZ
12439,'@user labdien vai biļetes uz 06 04 pasākumu varēs nopirkt pie ieejas vai obligāti jāpērk iepriekš bilesuparadize lv paldies ',POZ
12440,'mums ar @user brīvdienas jau sākušās paldies mīļais modinātāj 😊👍 ',POZ
12441,'@user paldies :) #tag ir jāizbauda  ',POZ
12442,'rt @user: @user paldies :) #tag ir jāizbauda  ',POZ
12443,'@user paldies tev arī :) ',POZ
12444,'rt @user: mēs visi zinām šo sajūtu #tag paldies @user par bildi url ',POZ
12445,'@user paldies #tag ir jāizbauda :) ',POZ
12446,'@user paldies kad dalīsiet kurpju kastes dodiet ziņu :) ',POZ
12447,'lai man priecīga dzimšanas diena :-) paldies draugi ka padarat viņu par visjaukāko #tag… url ',POZ
12448,'rt paldies tiem cilvēkiem kas ienākuši manā dzīvē un padarījuši to skaistu un vēl paldies tiem ci url ',POZ
12449,'@user paldies par piedāvājumu tajā laikā es jau parasti guļu :) ',POZ
12450,'paldies @user šī dziesma ir tieši laikā :) #tag ',POZ
12451,'paldies vardi kas silda un iedvesmo  ',POZ
12452,'paldies visiem kas balsoja un aicināja citus balsot par mani @user esmu ne tikai ievēlēta bet būšu arī prezidija locekle :) ',POZ
12453,' sveiciens jūsu saldajos 16 - uzdrīkstēšanās un sarkanās lūpukrāsas vecumā paldies ;) ',POZ
12454,'@user paldies turpmāk tā arī darīšu  ',POZ
12455,'wow kas par dāvanām un našķiem no @user @user @user vēlreiz liels paldies prieks url ',POZ
12456,'rt @user: wow kas par dāvanām un našķiem no @user @user @user vēlreiz liels paldies prieks url ',POZ
12457,'tas ka lieldienu zaķis nes arī kosmētikas maisiņus man bija pārsteigums bet paldies labvēlim:))) ',POZ
12458,'@user paldies par laipno apkalpošanu marijai no jānis roze t c spice ieguvu nepieciešamo informāciju un bija iespēja rezervēt preci  ',POZ
12459,'rt @user: paldies ka veltījāt laiku lai paklausītos manas domas dobele iedvesmoja #tag #tag #tag url ',POZ
12460,'@user vispirms jau paldies par 2nedēļu interneta dāvanu ļoti iepriecinājāt tiesa man ir jautājums vai mani 50mb pēc tam būs lietojami  ',POZ
12461,'paldies @user un @user par dāvāto balvu url ',POZ
12462,'šoreiz kas klasiskāks un sievišķīgāks 🙈 paldies santiņai par darbiņu 💅 #tag #tag url ',POZ
12463,'#tag @user @user @user @user manas beibes paldies par forš pavadīto laiku :) url ',POZ
12464,'suitiņu rotaļnieku grupa ar priekšnesumiem teikusi paldies tiem kas palīdzēja tikt pie tautastērpiem url ',POZ
12465,'sirsnīgs paldies draugiem radiem kolēģiem par atbalstu sapratni iejūtību un pacietību brīnišķīgā pasākuma kad url ',POZ
12466,'@user brīnišķīga brīnišķīga brīnišķīga grāmata paldies ka atradāt un izdevāt  ',POZ
12467,'@user nē paldies es dziedu kā valis :d ',POZ
12468,'paldies ideju institūts par gardo lieldienu sveicienu 󾇒 priecīgas un gaišas lieldienas novēlam arī mēs untitled komanda󾌵 ',POZ
12469,'paldies url dekoderis saņemts un tagad arī mūsmājās latvijas televīzija :) #tag #tag #tag #tag ',POZ
12470,'paldies latvijas tvdekoderis saņemts un tagad arī mūsmājās latvijā pieejamie kanāli :) #tag #tag #tag #tag ',POZ
12471,'paldies latvijas tvdekoderis saņemts un tagad arī mūsmājās latvijā pieejamie kanāli :) #tag #tag #tag #tag #tag ',POZ
12472,'paldies visiem mīļajiem kas atcerējās īpašs paldies @user tev izdevās mani saraudināt :d #tag ',POZ
12473,'rt paldies esmu aizkustināts :d url ',POZ
12474,'reiz šis plakāts gaidīja mani un mammu mājās no slimnīcas vakar sagaidīja mūs :)) paldies vecākiem… url ',POZ
12475,'@user oi nu paldies man noderēs jūsu apsveikums kad iešu ar kājām :d ',POZ
12476,'ja patīk tad paldies par katru retvītu sigulda šeit grafomāns - sirds nenosirmo (2015): url ',POZ
12477,'rt @user: ja patīk tad paldies par katru retvītu sigulda šeit grafomāns - sirds nenosirmo (2015): url ',POZ
12478,'@user pati tagad dodos pie zobārsta laikam jau tā arī būs jādara paldies par padomu  ',POZ
12479,'vakariņas britu gaumē :) drīz gulēt un tad prom uz mājām bija traka nedēļas nogale bostonā paldies latviešiem url ',POZ
12480,'@user kurai kristai man jāsaka paldies :d ',POZ
12481,'ierodamies apzinīgi ar @user skolā un stundas jau beigušās paldies par saīsināto dienu jap jap super 👏👏👍 ',POZ
12482,'@user paldies vispār jau visādi profesori utml diezgan daudzi zina jaunie gan arvien mazāk mēdz lasīt krieviski tas gan  ',POZ
12483,'rt @user: ierodamies apzinīgi ar @user skolā un stundas jau beigušās paldies par saīsināto dienu jap jap super 👏👏👍 ',POZ
12484,'rt @user: ♪ urrrā sveicam mūsu skolas koristus ar iegūto 1 pakāpi šodienas koru skatē liels paldies mūzikas skolotājām par centību ♪… ',POZ
12485,'@user es jau dabujj paldies 😘 ',POZ
12486,'neuzvedos adekvāti pat šeit 😂😂😂 :-d paldies maniem fantastiskajiem draugiem kuri uz maiņām… url ',POZ
12487,'tas moments kad tu vakarā mierīgi skaties tv un tad tu atceries tev ir mājasdarbi (paldies mīļā skola) ',POZ
12488,'esat atsaucīgi un lūdzu nobalsojiet par rēzeknes pilsētu url paldies  ',POZ
12489,'@user @user diskusijas plašums ir twitter 140 zīmēm nepaceļams lielums:) jauku vakaru un paldies par diskusiju  ',POZ
12490,'dots mājā valda īstā lieldienu atmosfēra paldies draugiem @user &amp; chocolateevents par radīto prieka sajūtu url ',POZ
12491,'paldies dievam ir pienākušas kārtējās brīvdienas #tag ',POZ
12492,'rt @user: @user labākie pirmajā sezonā esam uzstādījuši augstu latiņu tā turpinam paldies visiem un prieks ka futbols kuldīgā i… ',POZ
12493,'rt @user: paldies par fantastisko atbalstu visas sezonas garumā un paldies jums komanda @user url ',POZ
12494,'liels paldies @user @user @user par daudzajām dāvanām grāmatām un našķiem ;) url ',POZ
12495,'@user paldies :) aptaujas rezultātus vari apskatīt jau tagad caur linku bet uz ielas novērotais atšķīrās(exp) url ',POZ
12496,'rt @user: esat atsaucīgi un lūdzu nobalsojiet par rēzeknes pilsētu url paldies  ',POZ
12497,'rt @user: dots mājā valda īstā lieldienu atmosfēra paldies draugiem @user &amp; chocolateevents par radīto prieka sajūtu url ',POZ
12498,'paldies visiem kas apmeklēja rsu atvērto durvju dienu šeit ir neliels ieskatā kā mums gāja pasākumā: url ',POZ
12499,'pēdējā avenes numurā bija tik forša seppalas jaka ka nolēmu nākamajā dienā to nopirkt paldies tev avene par stila padomiem :3 ',POZ
12500,'rt @user: paldies visiem kas apmeklēja rsu atvērto durvju dienu šeit ir neliels ieskatā kā mums gāja pasākumā: url ',POZ
12501,'paldies meitenes :) #tag url ',POZ
12502,'paldies @user un @user par otro ieskatu elektroenerģijas tirgū šoreiz ar fokusu uz mājsaimniecību segmentu: url ',POZ
12503,'rt @user: - šef es drīkstu paņemt brīvdienu lai palīdzētu sievai viņas mātes dārzā - nekādā gadījumā - paldies zināju ka varu uz j… ',POZ
12504,'@user labi jautājumi par būtiskām lietām paldies žurnālistiem studijā par profesionālo attieksmi un protams runāju latviski  ',POZ
12505,'@user es zinu un bez paldies 💁✨👑 ',POZ
12506,'paldies kuri mani atcerējās un apsveica dzimšanas dienā 😊 ',POZ
12507,'ou jā nu ja neiet tad neiet pilnīgi un galīgi 😤 paldies tev mīļais kompi url ',POZ
12508,'rt paldies esmu aizkustināts :d url ',POZ
12509,'paldies @user par zaļo seritifikātu piena muižas ļaudis lepojas un jūt gandarījuma sajūtu url ',POZ
12510,'rt @user: paldies @user par zaļo seritifikātu piena muižas ļaudis lepojas un jūt gandarījuma sajūtu url ',POZ
12511,'paldies @user par labāko `sīrupu` ever taylor`e un 1d kas var būt labāks par šo 😋😋😍😊👌👍💕 ',POZ
12512,'rt @user: paldies @user par labāko `sīrupu` ever taylor`e un 1d kas var būt labāks par šo 😋😋😍😊👌👍💕 ',POZ
12513,'gribas pateikt vienkārši paldies kaut vai par tām atmiņām  ',POZ
12514,'rt @user: gribas pateikt vienkārši paldies kaut vai par tām atmiņām  ',POZ
12515,'rt @user: @user labi jautājumi par būtiskām lietām paldies žurnālistiem studijā par profesionālo attieksmi un protams ru… ',POZ
12516,'@user vel nez ir biju te izbraucis nebija iespeja ieiet paldies ',POZ
12517,'@user @user paldies par palīdzību tagad tie padsmit kanāli vairs nerādās manā kanālu sarakstā  ',POZ
12518,'paldies @user par karlsonu @user sen nebiju dzirdējusi savu jaunāko dēlu tik sulīgi smejamies  ',POZ
12519,'paldies ka ir instagram ķiršu koki austrumkrastos zied tik tiešām vareni #tag #tag ',POZ
12520,'rt @user: paldies kuri mani atcerējās un apsveica dzimšanas dienā 😊 ',POZ
12521,'rt @user: liels paldies @user @user @user par daudzajām dāvanām grāmatām un našķiem ;) url ',POZ
12522,'@user es kā nosauca bijušais kolēģis - kristīgais komunists drīkstu šad tad iziet ārpus rāpmjiem bet paldies ka ievēroji ;) ',POZ
12523,'@user paldies par lapu mans internets šobrīd ar to nesaprotas bet gan jau atmodīsies :) ',POZ
12524,'@user @user paldies par pusdienām un foršo kompāniju #tag #tag #tag ',POZ
12525,'paldies dievam sofija ir nošauta tagad lūdzu kāds nošauj manfrēdu 😏 #tag ',POZ
12526,'paldies @user par nomināciju tālāk melnbalto bildi liek tie kas ietagoti :) url ',POZ
12527,'un papildus sojas mērce kolā paldies mīļie :* @user @user ',POZ
12528,'rt @user: tas paldies tev ka esi mans saimnieks smaids 😍 ❤ url ',POZ
12529,'šodiena noslēdzas ar pedagoģisko lidojumu paldies jums trešklasnieki - pētījumu žurnāli prezentācijas iedvesmojošas url ',POZ
12530,'@user paldies :) tur kautkas laikam ir tāds uz robežas piem hokenheima kas pati ir veca bet tilke sajāja  ',POZ
12531,'paldies @user ka izdalīji manas lēcas pa pasauli :)) ',POZ
12532,'paldies @user ļoti iepriecinājāt ar 1gb 😏👌 ',POZ
12533,'paldies par atbildēm situācija ir noskaidrota esmu jauna operatora meklējumos  ',POZ
12534,'patīk lasīt tavas atbildes itsevišķi pašas pēdējās tāda sajūta ka tavā dzīvē kautkas ir — paldies ir gan jā url ',POZ
12535,'hahaaa @user manā plānotājā pie pirmā aprīļa pa kluso ierakstījis : tu esi kruta april april liels paldies ģēnij :dd ',POZ
12536,'vakardiena bija ļoti forša kopā ar @user paldies mammai  ',POZ
12537,'rt @user: vakardiena bija ļoti forša kopā ar @user paldies mammai  ',POZ
12538,'paldies paldies un velreiz paldies par sveicieniem 😍💕💕👑🎁👻⭐👌✌💍💍🎀💕 url ',POZ
12539,'rt @user: kopumā ziedojuši jau 2120 privāpersonas un uzņēmumi - 91 2 tkūsktosus euro sirsnīgs paldies ziedojumu vākšana turpinās  ',POZ
12540,'rt @user: paldies @user kolektivam par skaistu radio ritu un lielisku darbosanos saja rita ieks studijas sefs klausas kontrole… ',POZ
12541,'@user paldies ka varēju nedaudz paceļot pa bandungu arī es padalīšos ar citiem ar 😉 ',POZ
12542,'rt @user: tik ļoti skaisti maģiski mīļi un viegli paldies un visu cieņu par paveikto @user url ',POZ
12543,'aidi paldies par jautru un izklaidējošu raidījumu @user smejamies sirsnígi oj tumsonība ir varens spēks  ',POZ
12544,'rt @user: heeyy un paldies vakardienas foršajiem kora un varbūt arī (ne)kora cilvēciņiem kas pierādīja ka dziesmā spēks jebkurā… ',POZ
12545,'paldies esam 2 vietā 🙏🙌 loud no šodienas ir pieejams itunes un spotify -&gt; url @user url ',POZ
12546,'rt @user: paldies @user par karlsonu @user sen nebiju dzirdējusi savu jaunāko dēlu tik sulīgi smejamies  ',POZ
12547,'paldies @user un tālivaldim tālbergam par diskusiju @user krustpunktā aktuāli objektīvi un drosmīgi  ',POZ
12548,'rt @user: paldies esam 2 vietā 🙏🙌 loud no šodienas ir pieejams itunes un spotify -&gt; url @user url ',POZ
12549,'@user paldies sveicu tevi arī 💐💐💐 ',POZ
12550,'gandrīz apraudājos jo man uzdāvināja siera kūku skumjākais moments manā dzīvē paldies angīna paldies ',POZ
12551,'skaistu un saulainu tev šo dienu — paldies url ',POZ
12552,'rt @user: viens ar pusi saldējums paldies (veidoja @user) url ',POZ
12553,'@user paldies par ieteikumu jā ✌️ un vispār man tev  ',POZ
12554,'rt @user: aidi paldies par jautru un izklaidējošu raidījumu @user smejamies sirsnígi oj tumsonība ir varens spēks  ',POZ
12555,'@user paldies par paziņojumu ja angliki tad es gribētu izteikt men s ambition domāju pienācīgi vīriešu godkāre  ',POZ
12556,'rt @user: paldies visiem kas vakar bija saģērbušies svinīgos uzvalkos un kleitās bet īpašs paldies kārlim par uzdrīkstēšanos htt… ',POZ
12557,'cenšos atcerēties ka jāpasaka paldies visiem ļaudīm kas man dzīvē bijuši labi paldies  ',POZ
12558,'omfg es atradu to skonto dziesmu beidzot omfg jajaja milu dzivi paldies google beidzot tu esi noderiga jajaja ',POZ
12559,'paldies visiem dalībniekiem par sirsnīgo noskaņu foto ieskats lieldienu pasākumā url ',POZ
12560,'googlē reģistrējoties rakstu paroli mans-krans google saka ka tas ir spēcīgs paldies  ',POZ
12561,'rt @user: paldies @user un tālivaldim tālbergam par diskusiju @user krustpunktā aktuāli objektīvi un drosmīgi  ',POZ
12562,'rt @user: - šef es drīkstu paņemt brīvdienu lai palīdzētu sievai viņas mātes dārzā - nekādā gadījumā - paldies zināju ka varu uz j… ',POZ
12563,'paldies visiem par vakardienas ballīti 9 maijā solo koncerts @user būs arī īpašie viesi un tā nav nekāda politika vienk tāds datums ',POZ
12564,'rt @user: paldies visiem par vakardienas ballīti 9 maijā solo koncerts @user būs arī īpašie viesi un tā nav nekāda politika… ',POZ
12565,'hei kurš var savākt kartonus (daudz ) no veikala mājasmīlulis kurzemes prospektā 59a un aizvest uz @user vēlams rīt paldies  ',POZ
12566,'paldies @user par foršo vakaru tik labi pavadiju laiku pirtī  ',POZ
12567,'yaaas man ir instagrams 💙💙 paldies liels @user 👌😘 ',POZ
12568,'rt @user: paldies @user īcai neiroloģijas nodaļai un vislielākais paldies dakterim gatim sprudzānam  ',POZ
12569,'un vispār paldies manām superīgajām @user un @user par vakardienu tik sen nebija tā forši pasēdēts ;) ',POZ
12570,'lai slava labiem cilvēkiem paldies meitenei kura izlīdzēja man un mārlijam reisā rīga-bauska  ',POZ
12571,'muuzika ir taa kas manaa dziivee dod patiesu prieku paldies jums visiem par sho prieku kas manaa dziivee tiek dots no jums visiem  ',POZ
12572,'šodien saņēmām pingvīniem bagātu sveicienu sūtītu no antarktīdas paldies @user url ',POZ
12573,'paldies visiem par vakardienas superīgo ballīti šovakar aicinām ciemos uz 4 grupu koncertu url ',POZ
12574,'paldies spēlētājiem un līdzjūtējiem par fantastisko sezonu priecīgas lieldienas  ',POZ
12575,'rt @user: paldies spēlētājiem un līdzjūtējiem par fantastisko sezonu priecīgas lieldienas  ',POZ
12576,'paldies @user un @user par lielisku smieklu devu  ',POZ
12577,'čau masinjie esmu piecēlusies gulēju labi paldies  ',POZ
12578,'@user lieliski un interesanti sirsnīgs paldies tomēr spindzele man šķiet par latvisku vēl jādomā  ',POZ
12579,'paldies @user man tgd galvā skanēs rae sremmurd - no type 😄 ',POZ
12580,'rt @user: paldies @user man tgd galvā skanēs rae sremmurd - no type 😄 ',POZ
12581,'carnikavas pusdienslaika burvība gauja ir skaista bez cigaretes nav tas (paldies sabīn) bet ciešami  ',POZ
12582,'paldies @user par latvijā audzēta charolais lielopu gaļu un super servisu piegāde ir patīkams bonus url ',POZ
12583,'liels paldies kas pavadija mani un tusiņš bija baigi labs bet tgd ceļā uz rīgu čau rēzekne  ',POZ
12584,'rt @user: domāju ka var teikt paldies arī @user 👍 url ',POZ
12585,'1000 cilvēku stāvovācijas izcilās interpretācijas ja vien rīgas doms būtu pretīmnākošāks paldies visiem klausītājiem ka bijām kopā  ',POZ
12586,'mierīgs laiks atmiņām pie karstas piparmētru tējas pirms šīsvasaras skrējiena paldies par sirdssiltumu un atsauksmēm url ',POZ
12587,'rt @user: paldies grupai olas @user un @user un @user un fantastiskajiem madonas līdzi dziedātājiem jūs visi kop… ',POZ
12588,'rt @user: - šef es drīkstu paņemt brīvdienu lai palīdzētu sievai viņas mātes dārzā - nekādā gadījumā - paldies zināju ka varu uz j… ',POZ
12589,'@user un cilvēks atkal ir atrasts lietas maksimāli strauji mainās un cilvēki ir atsaucīgi un paši foršākie paldies tiekamies  ',POZ
12590,'@user paldies priecīgu olu krāsošanu un ripināšanu  ',POZ
12591,'paldies arī kaimiņu- igauņu novērtējumam 🎈🎈🎈 url ',POZ
12592,'rt @user: šodien tiku pie ērta un sarkana grāmatu plānotāja paldies @user par ieteikumu #tag #tag url ',POZ
12593,'vakar sagādājām bērniem prieku krāsojām kopā ar viņiem lieldienu olas liels paldies jaukajām frizierēm olgai un url ',POZ
12594,'@user paldies tik forši bija beidzot satikt dzīvē viņas abas hahah ',POZ
12595,'rt @user: paldies arī kaimiņu- igauņu novērtējumam 🎈🎈🎈 url ',POZ
12596,'kādam ir vecs jauns telefons ko var aizdot uz dažām dienām vakar pazaudēju savējo 33 noška arī der paldies :* ',POZ
12597,'rt @user: sk krc tiesības man nespīd paldies :d:d:d url ',POZ
12598,'paldies visiem sekotājiem un vine riem mēs to paveicām kopā url ',POZ
12599,'rt @user: paldies visiem sekotājiem un vine riem mēs to paveicām kopā url ',POZ
12600,'rt @user: pilnai laimei mums vajag tikai nedaudz paldies par vienreizēju nedēļas nogali māšel un edžiņ ^^ url ',POZ
12601,'🐤🐥🐣🐔 priecīgas lieldienas draugi un paldies par divām lieliskām balītēm jūs esat paši labākie ❤️ url ',POZ
12602,'retvīto un nopērc kaut ko ja labi paldies ',POZ
12603,'@user paldies : ) jums arī ;) ',POZ
12604,'mēs ar @user turam īkšķus par egiju veldri malacis paldies @user @user par interesanto un saturīgo lieldienu vakaru  ',POZ
12605,'rt @user: mēs ar @user turam īkšķus par egiju veldri malacis paldies @user @user par interesanto un saturīgo liel… ',POZ
12606,'mik @user paldies paldies paldies ka ļāvi būt ar tevi un tavu atskaņoto mūziku par tevi ir ne tikai alsungā  ',POZ
12607,'superīgs vakars @ saulkrasti feat doma 😃 paldies @user @user un @user 👌 ',POZ
12608,'rt @user: mik @user paldies paldies paldies ka ļāvi būt ar tevi un tavu atskaņoto mūziku par tevi ir ne tikai alsungā  ',POZ
12609,'paldies super jaukajai māsīcai @user ka mani pamodināj tagad būšu grumpy as hell hahahah ',POZ
12610,'šī diena bija ideāla šo kolektīvu es iemīlu ar vien vairāk un vairāk un liels paldies pūres deju… url ',POZ
