@relation Twitter
@attribute Twitter numeric
@attribute body string
@attribute class {NEU,POZ,NEG}
@data
12029,'šovakar 20 00 tiekamies @kanepeskc vakars divās dāļās kuru laikā baudīsim 3 aizraujošus stāstus viens no tiem pat varētu būt sakarīgs ;) ',POZ
12030,'@zvaigznuaitas ar ko visu laiku nodarbojas tas arī ir viegli ;) ',POZ
12031,'domāā es saprotu savus ašos jokus hmm nee ;) ',POZ
12032,'rt @vnfjil: jau šodien plkst 17 00 - info tikšanās jauniešu ceplī par to kā iegūt 200 eiro savai idejai tiekamies ;) url ',POZ
12033,'@rigatv24 @sports__24 ineta pastāsti lūdzu plašak par to fotografešanos žurnālam playboy pirms olimpiades ;) žurnālu sev saglābaji  ',POZ
12034,'@armandsansnom hahaha si tu savais ;) ',POZ
12035,'rt @emiliecourteix: @armandsansnom hahaha si tu savais ;) ',POZ
12036,'@kancaneliva plazā nav tikai martas ielā (pretī hare krišnai ieliņa) tur ātri izķer visu smuko tāpēc iesaku iet laicīgi ;) ',POZ
12037,'un tavā skapī ir vēl vietas kādam kurpju pārim ;) url url ',POZ
12038,'@vanesavancis tad tev jāpiesakās šīm pasākumam kurā uzzināsi ko darīt lai vienmēr veiktos ;) url ',POZ
12039,'@tautasmediji @tas_pats_lv droši vien nebija saskaņots ar pašvaldību un galveno pilsētas mākslinieku ;) ',POZ
12040,'@didzis_m ej nu saproti kurā brīdi amatpersonas tvīti ir un kurā brīdī nav oficiāla pozīcija ;) ',POZ
12041,'kā noteikti neiesākt sarunu: vari parādīt man ceļu protams uz tavu sirdi ;)  ',POZ
12042,'@dkreislers iesaku labāk nesabojāt skatīšanās prieku un noskatīties filmu kino ;) ',POZ
12043,'vai var būt skaistāks skats wifi - 100%; zona - 100%; akumulators - 100% :d ;) url ',POZ
12044,'@zickiss @manpajat skaidrs ar jums davaičiks ;) ',POZ
12045,'zināt ir labi bet mācēt domāt vēl labāk ;) url ',POZ
12046,'mūsu veikals atrodams arī iekš facebook ja nāciet ciemos droši variet iečekoties url haštags ir #valnis ;) ',POZ
12047,'pa*ist - pa*isām :d - nu bet kaa paēdāam ;dd^^ #mdvteam 18 04 15 dodamies uz ciblu ar jauniem spēkiem ;d ;) url ',POZ
12048,'mūsu veikals atrodams arī iekš facebook ja nāciet ciemos droši variet iečekoties kā arī izmantot haštagu #valnis ;) ',POZ
12049,'cilvēk ej projām es te gaidu savu partneri atgriežamies no āfrikas protams 47ā jau tinos ;) #melnaisstarkis url ',POZ
12050,'rt @girteens: cilvēk ej projām es te gaidu savu partneri atgriežamies no āfrikas protams 47ā jau tinos ;) #melnaisstarkis url ',POZ
12051,'@gintsivuskans vajadzētu gan tik šāda apņēmība visiem ir katru gadu (pēc runām spriežot) man pirmais gads pirmā apņēmība ;) ',POZ
12052,'sveicieni šovakar strādāsim vien līdz plkst 17:00 rīt sākam jaunu nedēļu ar jaunu sparu tiekamies ;) ',POZ
12053,'rt @hauzeclub: sveicieni šovakar strādāsim vien līdz plkst 17:00 rīt sākam jaunu nedēļu ar jaunu sparu tiekamies ;) ',POZ
12054,'@iritap @artursleitlands nu šobrīd mums ir brīvais tirgus un pie varas esošie ar to lieliski sadzīvo ;) ',POZ
12055,'ātrā ideja laižam uz džeza konci gorā ;))))) ',POZ
12056,'@lindagibiete netēlo gudro jo tu tāda diemžēl neesi ;) ',POZ
12057,'@signekalmane kā es tevi saprotu ;) ',POZ
12058,'@artursbridaks ok ta jau ko sadomāsim ;) :d ',POZ
12059,'interesanta pieeja ;) url ',POZ
12060,'šogad beidzot vedam kick in de kok zeltu uz latviju salaspili ;)) url ',POZ
12061,'@mazinjad kad sāksies siltās saulainās dienas tev būs biežāk jābrauc pie mums iesim pastaigās būs interesanti ;) :* ',POZ
12062,'jurmala kada ir nakat ara ;) ejam pastaigaties ;) ',POZ
12063,'tik ideāls garīgais par to jāpasakās mīļumam vēl tikai 4 dienas un viņš jau būs pie manis ;)) ❤❤❤ ',POZ
12064,'@stjuarts ja kas es atslēgu nesīšu kristapam ;) ja tevis vēl nebūs ;) ',POZ
12065,'prieks ka eksperti @agrissuveizda @edmundsn @ilvarslv kljūdíjās sveicieni no komandas bija laba motivācija ;)) #fkv #3punkti ',POZ
12066,'@santasalmane :d nu es vnk rakstu pēdējā laikā pareizi ;) ',POZ
12067,'jau sestdien 18 aprīlī pie mums ballīti iegriezīs tranzīts un @dj_rokija_ url ;) url ',POZ
12068,'rt @jzigajev: prieks ka eksperti @agrissuveizda @edmundsn @ilvarslv kljūdíjās sveicieni no komandas bija laba motivācija ;)) #fkv #3punkti ',POZ
12069,'trīs dienas pavadītas labā kompānijā liepājā un nu var doties mājās :d paldies @melnadiena ka uzņēmi hatonā ;) ',POZ
12070,'rt @kazinjs: trīs dienas pavadītas labā kompānijā liepājā un nu var doties mājās :d paldies @melnadiena ka uzņēmi hatonā ;) ',POZ
12071,'dodos uz @latvijasradio2 drusku parūnāties par terapijām smiekliem un smaidiem ;) mans moto šaijā bildē )))) url ',POZ
12072,'@andriskulbergs pat sena latviešu paruna vēsta ka nekļūdās tas kurš neko nedara ;) ',POZ
12073,'rt @andzejsreiters: dodos uz @latvijasradio2 drusku parūnāties par terapijām smiekliem un smaidiem ;) mans moto šaijā bildē )))) url ',POZ
12074,'@gintsmeness hei dāvanu saņems visi zz klienti ja vēl neesi saņēmis sms saņemsi to nedaudz vēlāk - url ;) ',POZ
12075,'@arlekiins tā ir dzīvesziņa draudziņ ;) ',POZ
12076,'lietainas nedēļas pirmdienā noteikti jāiet uz grāmatu veikalu izvēlēties labu lasāmvielu visai nedēļai ;) gaidām jūs ciemos  ',POZ
12077,'@jolantaak pienākums tas ir pienākums ;) ',POZ
12078,'rt @janisroze_ve: lietainas nedēļas pirmdienā noteikti jāiet uz grāmatu veikalu izvēlēties labu lasāmvielu visai nedēļai ;) gaidām jūs cie… ',POZ
12079,'arrgg @rudolfssvede studijā bagātību medības radio tev ēterā rit pilnā sparā vajag tik rakt ;) url ',POZ
12080,'@janis_karans aicinām apskatīt aktuālo piedāvajumu un izvēlēties kādu citu telefona modeli ;) ',POZ
12081,'vārda dienas dāvana - keto kūka izskatās gandrīz vai pēc salduma ;) url ',POZ
12082,'@zpavlovskis daudz laimes tajā otrajā pilngadībā tpt apsveicu ar uzvaru acītē - savāci maksimālo punktu skaitu 21 ;)) ',POZ
12083,'@jki @lsmlv smieklīgi kad par tirgus kropļošanu runā @finmin kas pati ir lielākā tirgus kropļotāja ;) ',POZ
12084,'tā jaunatklātā @cesucbibl iedvesmo mani personīgi ļoti un arī tos kas lasīt vēl nemāk;) url ',POZ
12085,'rt @malceniece: tā jaunatklātā @cesucbibl iedvesmo mani personīgi ļoti un arī tos kas lasīt vēl nemāk;) url ',POZ
12086,'uz pioneer xdj-rx je svaki sat - happy hour ;) url ',POZ
12087,'laiks rit tradīcijas nemainās ;) piedāvājam savā īpašumā iegūt 2 ielūgumus uz lhk sezonas atklāšanu noteikumi: url ',POZ
12088,'@c_michellejkt48 mangat cel ;) un un un :p haha ',POZ
12089,'@loskutovs @ritaevana @nodusgordius @sergejsu kā saka i have a dream ka lv politiķi un augstas raudzes profesionāļi ir nepērkami ;) #ndp ',POZ
12090,'rt @silakrankere: mēs lustīgie jaunieši esam lieli malači paldies par gūtajām emocijām un kopdarbu kopā mēs to paveicām ;))) ',POZ
12091,'labas apetītes vēlējumu pustdienotājiem un tiem kas vēl tikai plāno pustdienot ;) url url ',POZ
12092,'@sanija_b apsveicam lai rezultāti neizpaliek arī turpmāk ;) ',POZ
12093,'gribu uz šo aiziet ;) url ',POZ
12094,'rt @preteklis: lauki jau tā ir atpalikuši un blablabla @krustpunkta brīvais mikrofons :) ',POZ
12095,'rt @preteklis: @zombiecroissant @krustpunkta būs apgaismība un blablabla :) ',POZ
12096,'@ibrante ieva no sirds patiesi paldies man nav mīļākie ziedi par pavasara ziediem jo tie simbolizē brīvus cilvēkus brīvus garus paldies :) ',POZ
12097,'vakardienas tēta dz d ballīte izdevusies prieks lielais paldies @kursasputni par uzņemšanu un priekšniekam @artursbutans par viesmīlību :)) ',POZ
12098,'rt @anna_paaulaaa: tik daudz labu emociju kartigi izdejojusas esam paldies milie @danceprox ',POZ
12099,'rt @thekidrauhul: esmu majiņās 👏 trips ar mīļajiem @danceprox perfection 😍👌 paldies @ievabiteniece par visu 💓💞💗💖👌👏  ',POZ
12100,'rt @oskars_likops: forši ka vecākiem patika un paldies par drosmi un atsaucību :) @marupesvsk vecāki sajūsmā par skolotāju stundām http: … ',POZ
12101,'vienīgi @improvizacijalv šo drūmo dienu var piepildīt ar smiekliem esmu sajūsmā līmenis audzis paldies paldies paldies :)) ',POZ
12102,'rt @guciic: vienīgi @improvizacijalv šo drūmo dienu var piepildīt ar smiekliem esmu sajūsmā līmenis audzis paldies paldies paldies :)) ',POZ
12103,'paldies @barstinte un @andrisjurga par vakardienas ballīti īstā mūzika īstā atmosfēra - super :) #pašauj_vaļā ',POZ
12104,'rt @ventaskrasta: paldies @barstinte un @andrisjurga par vakardienas ballīti īstā mūzika īstā atmosfēra - super :) #pašauj_vaļā ',POZ
12105,'rt @warriorslv: ballīte izdevusies paldies visiem kas ieradās īpašs paldies @gemstonestudio7 meitenēm  ',POZ
12106,'@vitabalcunaite paldies skaisti mīļi kaut maziņš neaizsargāts kaķīts bet kāds spēcīgs - turas virs zemes ar abām ķepām un nenokrīt lejā:)  ',POZ
12107,'tas bija super paldies visiem par superīgi pavadīto vakaru un vēlreiz - guntars račs priekā :) :) @micrec url ',POZ
12108,'rt @antra_stafecka: tas bija super paldies visiem par superīgi pavadīto vakaru un vēlreiz - guntars račs priekā :) :) @micrec htt… ',POZ
12109,'rt @krikuminsh: pēdējās brīvās vietas uz zilumainajām kājām tika aizpildītas krimuldas deju zālē un peldbaseinā paldies @tdagauja par man… ',POZ
12110,'vnk lieliskas brīvdienas superīgi cilvēki paldies ka likāt man smaidīt @ardis_siliits @sindza88 @e_jursh @lail_onis pa starpai @ra_at_evo ',POZ
12111,'@ibrante ieva no sirds patiesi paldies man nav mīļākas puķes par pavasara ziediem;))) es tiešām uzlādējos no brīviem cilvēkiem :) ',POZ
12112,'@ajilevol paldies paldies :) man brunešu klanā tīri labi patīk  ',POZ
12113,'ballīte bija forša paldies visiem kas tur bija )) ',POZ
12114,'paldies jums feinie vakardienas apsveikumi vēl šodien liek smaidīt un priecāties :) url ',POZ
12115,'@studentubats paldies es labprāt bet esmu jau 3 zsn zs 22 kbn šar ;) savukārt rīgas biedriem noteikti ieteikšu jūs :)) ',POZ
12116,'@elinakursite nu paldies to jau es pati sapratu :) bet atradu arī kur tieši paldies :) ',POZ
12117,'hei paldies @marta_line par nenogurstošo optimismu katru reizi kad esi ēterā vienmēr prieks dzirdēt ka cilvēks smaida :) @piecilv ',POZ
12118,'paldies visiem foršajiem murmuļiem par jaukajiem vārdiem un apsveikumiem :)) p s sorry ka novēloti ;dd ',POZ
12119,'rt @jdk_prieks: paldies jdk metieniņš par prieka burku pirmā pakāpe noderēja :)) ceram ka albums arī tiek pildīts @raivis_eglitis http: … ',POZ
12120,'rt @tdaliesma: paldies marga ka tu mums esi un paldies par lieeelisko skatītāju atbalstu koncertā jūs bijāt lieliski :) ',POZ
12121,'@guardian_ange77 mīļš paldies arī jums gaišām sajūtām samīļotu dienu :) url ',POZ
12122,'cik maz vajag priekam paldies tev nepazīstamais puisi par pozitīvajām emocijām un pieklājību :) ',POZ
12123,'rt @vitabalcunaite: @adrenalinetan :) ja laukā vasara vēl tikai ceļā tad pie jums vienmēr silti un patīkamiomulīgi paldies :) ',POZ
12124,'@shreienbusha ideāli paldies esmu cita mikrorajona iedzīvotāja kas regulāri vismaz virtuāli atbalsta jūsu aktivitātes ;) ',POZ
12125,'@krizdabz paldies ka atgādināji ja pārgriež rokas pulkstenis 😄 ',POZ
12126,'@ bikramyogarigas paldies par kārtīgu izsildīšanu un pasvīšanu sajūtas lieliskas :) ',POZ
12127,'un tā paldies vēl arī jolantai lapiņai un julijai kravcenko par atbalstu un palīdzību piektdien brauksim pie bērniem :) ',POZ
12128,'paldies @unavaivode par nomināciju bet diemžēl es tālāk nevienu nenominēju 😀 #pavārs #desas #okey… url ',POZ
12129,'gribēju pateikt mīļu paldies vakardienas garāmbraucošajiem autovadītājiem ka neapšļācāt mani no galvas līdz kājām ar niagāras ūdenskritumu😊 ',POZ
12130,'oh gosh esmu skolā paldies dievam ka vēl tikai šodien un tad 4 brīvdienas :) gribu beidzot izgulēties #labrīt ',POZ
12131,'rt @kristijaa: oh gosh esmu skolā paldies dievam ka vēl tikai šodien un tad 4 brīvdienas :) gribu beidzot izgulēties #labrīt ',POZ
12132,'ideeaalas dzimšanas dienas svinības paldies visiem kas ierādās es domāju neviens nenožēlo tapat kā es 😊 bildes būs citu dienu 😅😅😑 ',POZ
12133,'rt @launijoki: nepazīstamiem numuriem atbildu ar paldies jūs esat ziedojis sešus latus jelgavas kaķu patversmei un klausos cik ātri pa… ',POZ
12134,'rt @_lieliskaa: diena vienkārši pozitīvisma pilna paldies manam @jdk_prieks par fantastiskām un neaizmirstamām emocijām 🎉🎉 url ',POZ
12135,'♪ urrrā sveicam mūsu skolas koristus ar iegūto 1 pakāpi šodienas koru skatē liels paldies mūzikas skolotājām par centību ♪ malači :) ',POZ
12136,'es esmu laimīgs pateicoties agritai paldies par visu mīļā url ',POZ
12137,'rt @djmonstrs: paldies @fonolv un #cehstivals par vakardienas pasākumu bija ļoti labi  ',POZ
12138,'paldies visiem mīļajiem kas mani šodien neaizmirsa un apsveica jūs esat labākie :) ',POZ
12139,'ļoti priecē šī gada atsaucība dreiliņu miksam izskatās ka būs garāks nekā parasti paldies :) ja kas līdz 15 aprīlim vēl var iesūtīt dz ',POZ
12140,'tā kolēģi mani šorīt sagaidīja :) uzbūra man svētkus tik mīļi paldies cepējiem - un :)) ',POZ
12141,'rt @kaivaanna: hei paldies @marta_line par nenogurstošo optimismu katru reizi kad esi ēterā vienmēr prieks dzirdēt ka cilvēks smaida :)… ',POZ
12142,'esmu beidzot mājās paldies @bmdynamite un viņa vecākiem par šo ballīti un velreiz apsveicu tevi ar 18 gadiem :) ',POZ
12143,'@roxxy232 omg tu esi crazy 😂😂 paldies tev mīlu 😘😍 ',POZ
12144,'@lessfucc @alexx_dynamo aa nu skaidrs paldies pr info par to ka vecrigas vikings nezinaju  ',POZ
12145,'rt @amanpohuj: esmu beidzot mājās paldies @bmdynamite un viņa vecākiem par šo ballīti un velreiz apsveicu tevi ar 18 gadiem :) ',POZ
12146,'rt @sergejeva_v: @roxxy232 omg tu esi crazy 😂😂 paldies tev mīlu 😘😍 ',POZ
12147,'rt @kajbumba: paldies latvijas faniem par atbalstu prāgā bez jums nebūtu iespējams izcīnīt tik svarīgu punktu #labakiefani url ',POZ
12148,'rt @viterbi777: paldies @tequila_band_lv par lielisku vakaru bija prieks atkal tikties un izbaudīt jūsu mūziku  ',POZ
12149,'foršas brīvdienas paldies labajai kompānijai un it īpaši @santushaa :)) ',POZ
12150,'sadziedāšanās tērvetē izskanējusi paldies mūsu dziesmu draugiem no bauskas dobeles jelgavas nov un kurzemes vīriem url ',POZ
12151,'lielisks nedēļas noslēgums ar uzvarētu spēli un iespēju cīnīties par medaļām paldies dāmītes par emocijām :) #volley ',POZ
12152,'rt @dacereinika: sadziedāšanās tērvetē izskanējusi paldies mūsu dziesmu draugiem no bauskas dobeles jelgavas nov un kurzemes vīriem http: … ',POZ
12153,'@koncha6 paldies – prieks ko tādu lasīt #mademyday ',POZ
12154,'@lattelecom vienmēr jauki kad pazūd internets kad to visvairāk vajag paldies :) ',POZ
12155,'jauns sapars jauna motivācija tik uz priekšu :) paldies @lauveniiite ',POZ
12156,'vērts izlasīt ir - šofera meita dana url paldies @aivarsozo ',POZ
12157,'paldies par dalību konkursā :) uzvarētāja ir un albumu #pieskāriens iegūst nadiina m kopumā… url ',POZ
12158,'@aleksisvilcins arī jums liels paldies  ',POZ
12159,'rt @endzhejs: traka nakts duntes pirtī satikts reiks izpeldējāmies dīķī un jā :d paldies čomiem @mrneperversais @elektrovads url ',POZ
12160,'rt @lieneveide: vērts izlasīt ir - šofera meita dana url paldies @aivarsozo ',POZ
12161,'hei hei ventspils paldies @kissclublv un personīgi @gatis_vilinskis par lielisko uzņemšanu un jautro vakaru - bija awesome #kissclublv ',POZ
12162,'brīvdienas bija tik labas paldies mazulīši mīlulīši visiem četriem varu kaut ko piedāvāt uz nākamo ned :* ',POZ
12163,'@juritakruma paldies :) jā kādreiz ir laiks droši vari atnāk ciemos uz @trainagimnazija sagatavošu kādu fizikas stundas speciālizdevumu  ',POZ
12164,'@sofija_hey @marta_emilija7 paldies arī no manis 😉 ',POZ
12165,'paldies pļaviņu draudzei par viesmīlību sirsnību un kalpošanas garu jūs esat malači ',POZ
12166,'kurš jūsuprāt ir labākais cloud serviss lieliem datu apjomiem (&gt;1tb) price performance paldies  ',POZ
12167,'milzīgs paldies komandai par lielisko nometni 4 dienas uz moča sportojot un smejoties tagad mazliet jāpaārstējās tiekamies aizputē  ',POZ
12168,'rt @aguucitiis: @dip1118 liels mīļš un sirsnīgs paldies manu saulīt ❤️❤️😘 mīlu 💋 ',POZ
12169,'paldies visiem kuri piedalījās konkursiņā izlozēsim uzvarētāju kurš kopā ar draugu dosies uz @arstarulsmirus izrādi @jurasvarti :) ',POZ
12170,'@patsapinis paldies kaut kad jāsaskrienas ;) ',POZ
12171,'lūk to es saprotu 👍 paldies @manslmt :)) url ',POZ
12172,'pierīgas novadu mājturības un tehnoloģiju olimpiādē 7 a klases skolniece ieguva 2 vietu apsveicam paldies skolot d ozoliņai  ',POZ
12173,'vēlētos pateikt lielu paldies @youth4smile par noorganizētajām sacensībām #visvaris3 tas bija jautri un mums @ogresjicburzins ļoti patika ',POZ
12174,'rt @ulvissilins: kurš jūsuprāt ir labākais cloud serviss lieliem datu apjomiem (&gt;1tb) price performance paldies  ',POZ
12175,'@gmeluskans paldies atļaujiet jums arī novēlēt lieldienas kas maksimāli tuvojas jūsu priekšstatiem par ideālām lieldienām :) ',POZ
12176,'rt @lindafedina: brīvdienas bija tik labas paldies mazulīši mīlulīši visiem četriem varu kaut ko piedāvāt uz nākamo ned :* ',POZ
12177,'rt @tolstovs1: paldies pļaviņu draudzei par viesmīlību sirsnību un kalpošanas garu jūs esat malači ',POZ
12178,'@happy_whispers paldies tev par ieteikumu vīnogu kauliņu eļļa manām garšas kārpiņām iet pie sirds un neko nešķebina :) ',POZ
12179,'rt @agijakola: @happy_whispers paldies tev par ieteikumu vīnogu kauliņu eļļa manām garšas kārpiņām iet pie sirds un neko nešķebina :) ',POZ
12180,'rt @martinakierpe: es gandrīz nokrit no tā ko @thealisij uzrakstīja liels paldies 💋💋💋💋😘😘💕❤❤❤😍😊😏👌 ',POZ
12181,'@amandadumbre paldies tu esi tik jauka :) (hug) būs atkal ko skatīties :)) ',POZ
12182,'gribu pateikt milzīgu paldies savai ģimenei un protams katram draugam personīgi kurš spēja… url ',POZ
12183,'šodien forši pavadīts laiks daudz kas redzēts daudz kas dzirdēts un uzklasīts labas emocijas paldies @lielvardesjd par iespēju  ',POZ
12184,'paldies @saldus_dome un @saldustiksc par lielisko uzņēmēju gada balvas pasākumu un muzikālo pārsteigumu paldies url ',POZ
12185,'@jurisc3 paldies visa dzīve ir bauda :) ',POZ
12186,'@agrrisp @vadimsgossip man iet tīri labi paldies ka apjautājies :) ',POZ
12187,'super dieniņa vakar paldies @danceprox un @ievabiteniece  ',POZ
12188,'paldies ka manā dzīvē ir tādi cilvēki kuri liek mani smieties pat tad kad es pat nevēlos smaid url ',POZ
12189,'@damanesabiine paldies man arī liekās ka varētu būt laba jāmeklē rokā  ',POZ
12190,'@agnesekepa sveika paldies par ziņu atsūtiet lūdzu savas koordinātes uz inguss@gemoss lv mums svarīgi uzzināt visu sīkāk paldies ',POZ
12191,'rt @youknowyoulov16: paldies ka manā dzīvē ir tādi cilvēki kuri liek mani smieties pat tad kad es pat nevēlos smaid url ',POZ
12192,'rt @pavelsjurs: lielisks lieldienu pasākums bērniem @liepajalv jūrmālas parkā liels paldies organizatoriem un visiem dalībniekiem :) http:… ',POZ
12193,'paldies tev @biosss par šodienas tik spēcīgiem vārdiem vel jo projām ielšā ir tā neizsaidrojamā sajūta esmu lepns ka man ir tāds draugs:) ',POZ
12194,'@kstafecka ierunjās man pohuj paldies par uzmundrinājumu ',POZ
12195,'paldies skatītājiem un līdzjutējiem tiksimies nākošajā sezonā bet par šiem mūziķiem mēs vēl noteikti dzirdēsim :) url ',POZ
12196,'rt @raditimuzikai: paldies skatītājiem un līdzjutējiem tiksimies nākošajā sezonā bet par šiem mūziķiem mēs vēl noteikti dzirdēsim :) htt… ',POZ
12197,'@visvaris16 tad labi paldies tev :) paldies arī ka atvedi 👌👍 ',POZ
12198,'rt @raditimuzikai: paldies skatītājiem un līdzjutējiem tiksimies nākošajā sezonā bet par šiem mūziķiem mēs vēl noteikti dzirdēsim :) htt… ',POZ
12199,'rt @edgarsgribs: liels paldies @bkkraslava par šo sezonu nākamgad būsim pieredzējušāki @raitim @mteiviss @janiscauna @kmiglans un viesiem… ',POZ
12200,'man pašam patika kā spēlēju cerams jums arī :d :d :d ;) paldies visiem sapņotājiem url ',POZ
12201,'rt @vilcenitelui: super dieniņa vakar paldies @danceprox un @ievabiteniece  ',POZ
12202,'ar uzvaru rfa veči 1 sezonas spēle un 3p kabatā paldies @fkogre par labu spēli  ',POZ
12203,'mūsu jauka kompānija vakardienas pasākumā @lido_lv paldies leldei un @viterbi777 par atbalstu url ',POZ
12204,'rt @kelslv: vēlētos pateikt lielu paldies @youth4smile par noorganizētajām sacensībām #visvaris3 tas bija jautri un mums @ogresjicburzins … ',POZ
12205,'@janispolis paldies :) prieks ka patika  ',POZ
12206,'@kursaitis paldies kačok ;) ',POZ
12207,'vienas no ideālākajām brīvdienām paldies visiem kas šīs brīvdienas padarīja tik jaukas :) #friendship ',POZ
12208,'@riba___ welcome :) nāks tuvāk vasara brauciet biežāk un paldies par aliņu kas noderēja slābanā pirmdienā :) ',POZ
12209,'rt @luized25: pēdējās dienās sapratu ka man apkārt ir paši labākie un mīļākie cilvēki paldies ❤👍🙌 ',POZ
12210,'@petersilis83 paldies paldies ar lielāko prieku :) ',POZ
12211,'paldies haralds elceris par labdarības pasākuma ar mākslu par mieru #foto -&gt; ',POZ
12212,'paldies @marita_zunda par ballīti tik jauki bija satikt un aprunāties ar daudziem no jums kā vecajos laikos &lt;3 ',POZ
12213,'@lost_happinesss var būt paliekam pie vienādi liela paldies lai nevaidzētu sākt strīdēties :d ',POZ
12214,'rt @ausisnogaismaam: @lost_happinesss var būt paliekam pie vienādi liela paldies lai nevaidzētu sākt strīdēties :d ',POZ
12215,'@veikospolitis liels paldies vēlēšanas ir tuvu :) ',POZ
12216,'paldies draugiem kuri mani šodien uzmodināja ar neordināru piedāvājumu - pavazāties pa pamestu… url ',POZ
12217,'līčos 3 lieldienas atbalstītāji rūpējas arī par u komandas prieku un tauciņiem:) paldies @zannazaka url ',POZ
12218,'rt @ulubele: līčos 3 lieldienas atbalstītāji rūpējas arī par u komandas prieku un tauciņiem:) paldies @zannazaka url ',POZ
12219,'rt @dzholanta: paldies @marita_zunda par ballīti tik jauki bija satikt un aprunāties ar daudziem no jums kā vecajos laikos &lt;3 ',POZ
12220,'rt @lina_mort: gribēju pateikt milzīgs paldies @warriorslv par šo ideālo vakaru bija ļoti jautri un vienkārši superīgi ❤💕❤💕❤💕 👌👍 ',POZ
12221,'ļoti bieži uz līdzena asfalta var atrast uzrakst: es tevi mīlu tu esi mana laime paldies ka tu esi tāpēc ka līdzens asfalts ir retums ',POZ
12222,'rt @djmonstrs: paldies @fonolv un #cehstivals par vakardienas pasākumu bija ļoti labi  ',POZ
12223,'un vispār liels paldies @chiko_nauris par palīdzību talkā :) ',POZ
12224,'paldies spēlētājiem līdzjutējiem atbalstītājiem un treneriem par sezonu 3 vieta ir izcīnīta un sezona ir beigusies paldies visiem :) ',POZ
12225,'@ivetagra @teatris es pat vēl nebiju pameklējusi info kas oriģinālā izpilda šīs dziesmas super paldies šodien skanēs manās mājās zaz :) ',POZ
12226,'liels paldies visiem kas palīdzēja sunenītēm atrast samniekus :) ',POZ
12227,'vakar gāja uz urrā ;) paldies @montasmonta un @liwuxijaa par vakaru bija foršii ;) url ',POZ
12228,'rt @ittehnika: paldies @saldus_dome un @saldustiksc par lielisko uzņēmēju gada balvas pasākumu un muzikālo pārsteigumu paldies url ',POZ
12229,'rt @uldisdobelis: paldies @willow_farm par koncertu @liepajaspoprok tagad gards saldējums un telefonā skan koncertā saķertie mirkļi pal… ',POZ
12230,'tikko ieejot veikalā pārdevēja klāt: vai es varu jums kā palīdzēt saku: nē paldies viņa vienalga mani pēta protams eju prom pēc 5 sekundēm ',POZ
12231,'@marisbunkovskis @atrodiman okei šis ir labs feedbaks ņemsim vērā paldies  ',POZ
12232,'rt @nasskkiigajs: lielum liels paldies visiemkas par mani atcerējās:) un īpaš paldies manām pašām labākajām @montinjaaaa un @caalisss ',POZ
12233,'rt @rozitis8: super 1 pakāpe paldies @jdk_prieks par emocijām un vēlvienreiz-liels paldies meitenēm :):* #skate#hektors_būs url ',POZ
12234,'♥♥♥♥♥♥♥♥♥♥- tev piemīt tas viss &lt;3 — varu derēt ka saki tā visām bet nu paldies :p :d url ',POZ
12235,'atpakaļ mājās vakar bija perfekta atmosfēra un publika cieņa alūksnei un an paldies #mm #ziemelaustrumi url ',POZ
12236,'paldies @aneteplavane un @simmijs88 ka atbraucāt mani apciemot :) tas bija labākais rīta iesākums ozolniekos manā mūžā 🍇😊🍒 ',POZ
12237,'rt @vilcenitelui: super dieniņa vakar paldies @danceprox un @ievabiteniece  ',POZ
12238,'pasvinēs to panākumu :) paldies čaļi par labajām emocijām (@ cafè milvus) url ',POZ
12239,'paldies @dabadap paldies @lvafa_lv paldies apmeklētājiem šajā nedēļas nogalē ir radīti 400 būri url ',POZ
12240,'paldies visiem kas ieradās uz šodienas jaunā diska prezentācijas koncertu cd jau pa visam drīz varēsiet iegādāties url ',POZ
12241,'rt @vsmiljons: paldies visiem kas ieradās uz šodienas jaunā diska prezentācijas koncertu cd jau pa visam drīz varēsiet iegādāties http: … ',POZ
12242,'@riandraa13 akd paldies par dāvanu es gandriz apraudaju : liels paldies :*:*** ',POZ
12243,'rt @rigaszoodarzs: paldies @dabadap paldies @lvafa_lv paldies apmeklētājiem šajā nedēļas nogalē ir radīti 400 būri url ',POZ
12244,'šobrīd saule spīd tik maģiski skatos caur logu izgaismo manus mīļos kokus un apēno man nepatīkamās ēkas ja tā varētu vienmēr:) paldies  ',POZ
12245,'@a_latkovskis paldies vajag aktīvāk paust savu nostāju šajā jautājumā citādi cilvēkos radies iespaids ka visa v atbalsta šos grozījumus  ',POZ
12246,'milzīgs paldies @latvianvoices par šodienas būšanu ar mums talsos iedvesmojāt un aizkustinājāt ļoti ļoti  ',POZ
12247,'@elina_vecmane lai pajautātu nagu niezēšana ir obligāta prasība nē taču paldies par piegādāto saiti lasu patīk :) ',POZ
12248,'@esmugrunge paldies tu esi jauka :) ',POZ
12249,'rt @lindasedola: esam laureāti augstākais punktu skaits paldies mūsu skolotājai bez viņas mēs nebūtu nekas malači @jdk_lanupite 💕 http… ',POZ
12250,'@utero__ ludzu atbloke savu profilu un retvito sitos no maneja labi ja paldies ',POZ
12251,'@mazinais_ezis es saprotu tu tiešām centies un par to tev paldies  ',POZ
12252,'@aluksnes_novads šovakar afišas alūksnei un apei tika aiznestas uz pastu bet paldies par atsaucību :) ',POZ
12253,'bet man bija burvīgs vakars :) vakars sev paldies  ',POZ
